ID Pengaduan,Issue Sosial,Provinsi,Kabupaten/Kota,Kecamatan,lat,lng,Tanggal Pengaduan,Severity Level,Status,Durasi Penyelesaian (Jam),Aksi Kriminal,Kriminal Teratasi,Pria,Wanita,Total
27660,Banjir,JAWA TIMUR,MAGETAN,MAGETAN,-7.6536516,111.3293268,08/08/2025 14:07:13,2  - Tinggi (1-2 Jam),Selesai,1.97,2,2,215,429,644
31629,Pencemaran Lingkungan,JAWA TIMUR,MAGETAN,MAGETAN,-7.65378,111.319,08/17/2025 23:26:13,4 - Rendah (>24 Jam),Selesai,12.23,13,9,478,88,566
21003,Bantuan Pendidikan,JAWA TIMUR,PASURUAN,PANDAAN,-7.65393,112.696,08/05/2025 21:39:13,4 - Rendah (>24 Jam),Dalam Proses,70.79,20,11,121,96,217
7906,Banjir,JAWA TIMUR,MAGETAN,MAGETAN,-7.654026,111.327895,08/22/2025 11:03:13,1 - Kritis (<30 Menit),Selesai,0.33,6,4,291,349,640
15283,Banjir,JAWA TIMUR,MAGETAN,MAGETAN,-7.654215,111.329697,08/11/2025 05:35:13,1 - Kritis (<30 Menit),Ditugaskan,1.71,15,7,453,403,856
5647,Sampah,JAWA TIMUR,PASURUAN,PANDAAN,-7.65423,112.685,08/19/2025 08:25:13,3 - Sedang (2-12 Jam),Selesai,7.25,34,30,240,149,389
25656,Sampah,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.654256468,112.905035,08/03/2025 18:31:13,3 - Sedang (2-12 Jam),Selesai,9.8,5,5,296,246,542
5108,Gangguan Keamanan,JAWA TIMUR,KEDIRI,PURWOASRI,-7.654337,112.104842,08/05/2025 07:27:13,2  - Tinggi (1-2 Jam),Selesai,1.41,49,11,257,192,449
21412,Pencemaran Lingkungan,JAWA TIMUR,MAGETAN,SUKOMORO,-7.654415,111.366503,08/16/2025 21:43:13,3 - Sedang (2-12 Jam),Selesai,8.13,9,0,380,46,426
21183,Banjir,JAWA TIMUR,MAGETAN,MAGETAN,-7.654451965,111.3327388,08/04/2025 12:03:13,1 - Kritis (<30 Menit),Ditugaskan,3.38,30,3,211,31,242
14096,Banjir,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.654532933,112.9053783,08/07/2025 17:51:13,2  - Tinggi (1-2 Jam),Selesai,1.23,14,1,416,428,844
25041,Banjir,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.65458,112.9052711,08/02/2025 08:17:13,2  - Tinggi (1-2 Jam),Selesai,1.78,24,19,404,342,746
28690,Kebakaran,JAWA TIMUR,MAGETAN,MAGETAN,-7.65481,111.3319516,08/11/2025 00:05:13,1 - Kritis (<30 Menit),Selesai,0.28,27,15,204,46,250
15861,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.65505,112.905,08/02/2025 16:27:13,1 - Kritis (<30 Menit),Selesai,0.27,21,11,142,409,551
9030,Banjir,JAWA TIMUR,NGANJUK,TANJUNGANOM,-7.655728,111.993982,08/18/2025 07:28:13,1 - Kritis (<30 Menit),Selesai,0.08,36,13,295,402,697
9618,Gangguan Keamanan,JAWA TIMUR,KOTA MADIUN,TAMAN,-7.6559359,111.5280281,08/10/2025 14:00:13,1 - Kritis (<30 Menit),Selesai,0.44,45,7,264,373,637
12379,Bantuan Kesehatan,JAWA TIMUR,KEDIRI,KUNJANG,-7.656228,112.156381,08/03/2025 20:23:13,2  - Tinggi (1-2 Jam),Dalam Proses,2.03,2,2,434,447,881
31984,Sampah,JAWA TIMUR,MAGETAN,MAGETAN,-7.656307969,111.3198256,08/19/2025 06:50:13,3 - Sedang (2-12 Jam),Selesai,8.16,2,0,114,33,147
18386,Gangguan Keamanan,JAWA TIMUR,MAGETAN,MAGETAN,-7.65631,111.3198256,08/20/2025 06:45:13,2  - Tinggi (1-2 Jam),Selesai,1.78,3,0,72,393,465
21485,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.65639,112.904104,08/06/2025 02:49:13,1 - Kritis (<30 Menit),Selesai,0.31,14,12,147,146,293
1756,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.656394,112.904104,08/16/2025 12:36:13,3 - Sedang (2-12 Jam),Selesai,1.63,34,25,406,432,838
4832,Gangguan Keamanan,JAWA TIMUR,PASURUAN,PANDAAN,-7.65672,112.679,08/02/2025 02:11:13,1 - Kritis (<30 Menit),Selesai,0.43,8,6,332,245,577
20820,Kebakaran,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.65672,112.9034105,08/09/2025 21:59:13,1 - Kritis (<30 Menit),Selesai,0.48,8,3,262,71,333
12824,Banjir,JAWA TIMUR,PASURUAN,PANDAAN,-7.65678,112.696,08/11/2025 16:51:13,2  - Tinggi (1-2 Jam),Selesai,1.14,11,10,227,290,517
1762,Gangguan Keamanan,JAWA TIMUR,KOTA MADIUN,TAMAN,-7.65685,111.526,08/03/2025 16:24:13,1 - Kritis (<30 Menit),Selesai,0.41,18,9,465,352,817
770,Sampah,JAWA TIMUR,KOTA MADIUN,TAMAN,-7.657276,111.528508,08/16/2025 10:09:13,4 - Rendah (>24 Jam),Selesai,15.48,32,8,72,367,439
788,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.6573,112.904,08/17/2025 00:48:13,2  - Tinggi (1-2 Jam),Selesai,0.15,0,0,269,199,468
27587,Kebakaran,JAWA TIMUR,PASURUAN,PANDAAN,-7.65747,112.696,08/12/2025 15:44:13,1 - Kritis (<30 Menit),Selesai,0.42,32,28,486,2,488
15979,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,GADINGREJO,-7.657637826,112.8890491,08/17/2025 03:35:13,2  - Tinggi (1-2 Jam),Selesai,1.42,41,15,220,397,617
7842,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,GADINGREJO,-7.65771,112.8891281,08/13/2025 06:50:13,3 - Sedang (2-12 Jam),Selesai,1.37,37,6,253,29,282
22068,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.657753,112.896381,08/09/2025 11:00:13,3 - Sedang (2-12 Jam),Selesai,7.13,15,13,206,0,206
19022,Sampah,JAWA TIMUR,MAGETAN,MAGETAN,-7.65793,111.325467,08/15/2025 12:22:13,3 - Sedang (2-12 Jam),Selesai,9.44,6,3,11,449,460
2052,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,GADINGREJO,-7.658233467,112.8902717,08/20/2025 02:03:13,2  - Tinggi (1-2 Jam),Selesai,0.67,12,10,8,147,155
1436,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.65826,112.896,08/17/2025 01:28:13,1 - Kritis (<30 Menit),Selesai,0.45,8,8,328,152,480
32606,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.658308,112.914775,08/14/2025 14:12:13,3 - Sedang (2-12 Jam),Selesai,11.7,8,2,16,383,399
11379,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,PANDAAN,-7.65849,112.697303,08/01/2025 16:13:13,3 - Sedang (2-12 Jam),Dalam Proses,18.52,17,9,57,50,107
2014,Sampah,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.6586,112.913293,08/09/2025 20:38:13,4 - Rendah (>24 Jam),Selesai,23.47,47,19,67,417,484
8053,Bantuan Kesehatan,JAWA TIMUR,KOTA MADIUN,TAMAN,-7.65878,111.527,08/19/2025 15:28:13,2  - Tinggi (1-2 Jam),Selesai,1.71,7,0,72,219,291
2075,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.658924435,112.9129314,08/18/2025 05:10:13,3 - Sedang (2-12 Jam),Selesai,10.61,20,9,206,495,701
24434,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TURI,-7.6592581,110.3722429,08/02/2025 20:30:13,2  - Tinggi (1-2 Jam),Selesai,1.78,9,6,357,273,630
23012,Sampah,JAWA TIMUR,KOTA MADIUN,TAMAN,-7.659637,111.529595,08/04/2025 11:16:13,3 - Sedang (2-12 Jam),Selesai,10.39,39,4,84,305,389
11222,Jalan Rusak,JAWA TIMUR,PASURUAN,PANDAAN,-7.659837,112.689459,08/04/2025 17:15:13,3 - Sedang (2-12 Jam),Selesai,10.9,27,15,26,460,486
24459,Banjir,JAWA TIMUR,PASURUAN,PANDAAN,-7.66041,112.691,08/12/2025 12:30:13,2  - Tinggi (1-2 Jam),Ditugaskan,5.79,31,6,186,111,297
9837,Banjir,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TEMPEL,-7.661140119,110.326685,08/12/2025 10:08:13,2  - Tinggi (1-2 Jam),Selesai,0.23,49,47,406,80,486
8484,Sampah,JAWA TIMUR,MAGETAN,SIDOREJO,-7.661591,111.272602,08/19/2025 03:16:13,4 - Rendah (>24 Jam),Selesai,16.22,10,6,379,428,807
8498,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.66249,112.901,08/08/2025 03:40:13,2  - Tinggi (1-2 Jam),Selesai,1.8,20,2,180,268,448
1759,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.662597,112.900492,08/06/2025 21:49:13,3 - Sedang (2-12 Jam),Selesai,11.3,6,3,470,314,784
32159,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.66284804,112.8998208,08/03/2025 23:53:13,2  - Tinggi (1-2 Jam),Selesai,1.38,33,15,75,34,109
28612,Banjir,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.66285,112.8998208,08/21/2025 11:48:13,2  - Tinggi (1-2 Jam),Selesai,0.58,43,28,113,200,313
33765,Banjir,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.66374,112.896332,08/16/2025 06:18:13,1 - Kritis (<30 Menit),Selesai,0.47,22,7,30,458,488
28498,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,PRIGEN,-7.66419,112.669,08/08/2025 05:15:13,3 - Sedang (2-12 Jam),Selesai,9.95,4,0,357,117,474
8599,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.664227,112.898516,08/05/2025 11:03:13,3 - Sedang (2-12 Jam),Selesai,10.76,1,1,252,246,498
30272,Gangguan Keamanan,JAWA TIMUR,MOJOKERTO,TRAWAS,-7.66449,112.598,08/10/2025 18:04:13,2  - Tinggi (1-2 Jam),Selesai,0.34,26,4,22,391,413
1506,Sampah,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TEMPEL,-7.664695,110.318966,08/21/2025 19:39:13,3 - Sedang (2-12 Jam),Selesai,3.9,3,3,71,304,375
17853,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,PAKEM,-7.66496,110.419,08/06/2025 06:37:13,2  - Tinggi (1-2 Jam),Selesai,1.08,24,10,8,102,110
28126,Sampah,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.665,112.891,08/19/2025 04:23:13,4 - Rendah (>24 Jam),Dalam Proses,55.19,19,7,375,162,537
26855,Pencemaran Lingkungan,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,SAMIGALUH,-7.66777,110.165,08/10/2025 21:55:13,4 - Rendah (>24 Jam),Selesai,23.97,14,0,132,250,382
31405,Sampah,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.668832,112.902448,08/02/2025 13:57:13,4 - Rendah (>24 Jam),Selesai,12.02,21,14,386,68,454
1760,Jalan Rusak,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.669353,112.889864,08/20/2025 16:51:13,3 - Sedang (2-12 Jam),Ditugaskan,20.94,9,4,81,183,264
12475,Bantuan Kesehatan,JAWA TIMUR,KOTA PASURUAN,PURWOREJO,-7.66938,112.8891586,08/10/2025 00:38:13,3 - Sedang (2-12 Jam),Selesai,8.46,8,0,477,102,579
21459,Gangguan Keamanan,JAWA TIMUR,MAGETAN,TAKERAN,-7.669935,111.494317,08/02/2025 14:28:13,2  - Tinggi (1-2 Jam),Selesai,1.86,10,5,413,206,619
8597,Gangguan Keamanan,JAWA TIMUR,MADIUN,WUNGU,-7.670187,111.542398,08/14/2025 18:23:13,2  - Tinggi (1-2 Jam),Selesai,1.06,2,2,450,335,785
8589,Gangguan Keamanan,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL,-7.670886532,112.916708,08/02/2025 21:32:13,2  - Tinggi (1-2 Jam),Selesai,1.32,5,5,277,430,707
18159,Sampah,JAWA TIMUR,JOMBANG,NGORO,-7.67169465,112.2341253,08/19/2025 13:36:13,4 - Rendah (>24 Jam),Selesai,14.88,13,7,425,497,922
26617,Jalan Rusak,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TEMPEL,-7.672417784,110.3359438,08/04/2025 09:57:13,3 - Sedang (2-12 Jam),Selesai,9.98,10,2,352,435,787
12082,Sampah,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TEMPEL,-7.67242,110.3359438,08/08/2025 11:36:13,4 - Rendah (>24 Jam),Selesai,22.75,20,13,217,388,605
16870,Gangguan Keamanan,JAWA TIMUR,PASURUAN,PANDAAN,-7.67273,112.704,08/12/2025 15:16:13,1 - Kritis (<30 Menit),Selesai,0.09,7,6,184,135,319
25081,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,PANDAAN,-7.67328,112.704,08/20/2025 21:40:13,2  - Tinggi (1-2 Jam),Selesai,0.81,38,34,334,96,430
30130,Bantuan Kesehatan,JAWA TIMUR,MAGETAN,PLAOSAN,-7.673597,111.294178,08/17/2025 22:04:13,2  - Tinggi (1-2 Jam),Ditugaskan,5.7,27,4,378,358,736
15530,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,PRIGEN,-7.674529,112.653477,08/22/2025 10:36:13,2  - Tinggi (1-2 Jam),Selesai,4.22,22,5,286,127,413
21675,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,POHJENTREK,-7.6747,112.888,08/16/2025 22:36:13,2  - Tinggi (1-2 Jam),Selesai,1.12,1,1,478,427,905
9680,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,REJOSO,-7.675633,112.974392,08/12/2025 11:48:13,3 - Sedang (2-12 Jam),Dalam Proses,13.65,15,13,461,381,842
3959,Sampah,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TEMPEL,-7.67614,110.307018,08/11/2025 14:51:13,3 - Sedang (2-12 Jam),Selesai,8.97,11,7,439,9,448
15173,Pencemaran Lingkungan,JAWA TIMUR,PASURUAN,POHJENTREK,-7.676244,112.873112,08/16/2025 18:16:13,3 - Sedang (2-12 Jam),Selesai,3.6,29,1,267,345,612
18252,Banjir,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.6762535,110.3593566,08/01/2025 23:12:13,1 - Kritis (<30 Menit),Selesai,0.09,2,2,45,267,312
24051,Banjir,JAWA TIMUR,PASURUAN,PRIGEN,-7.67663,112.65,08/17/2025 08:42:13,1 - Kritis (<30 Menit),Dalam Proses,2.27,20,3,111,264,375
15950,Sampah,JAWA TIMUR,MAGETAN,PLAOSAN,-7.677051,111.23916,08/14/2025 14:01:13,4 - Rendah (>24 Jam),Selesai,8.81,0,0,172,495,667
19527,Banjir,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.677053526,110.3366375,08/14/2025 01:45:13,1 - Kritis (<30 Menit),Selesai,0.28,31,5,272,312,584
1757,Bantuan Kesehatan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.6772717,110.3589327,08/12/2025 18:17:13,2  - Tinggi (1-2 Jam),Selesai,4.73,16,16,415,345,760
27863,Kebakaran,JAWA TIMUR,PASURUAN,REJOSO,-7.67737,112.9185748,08/02/2025 17:04:13,1 - Kritis (<30 Menit),Selesai,0.8,16,11,273,464,737
25390,Sampah,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.67786,110.41787,08/18/2025 19:19:13,4 - Rendah (>24 Jam),Selesai,16.45,41,31,289,58,347
25050,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.677862,110.41787,08/10/2025 16:17:13,2  - Tinggi (1-2 Jam),Selesai,1.74,9,4,7,268,275
24767,Pencemaran Lingkungan,JAWA TIMUR,PASURUAN,POHJENTREK,-7.67792577,112.8850619,08/10/2025 22:55:13,3 - Sedang (2-12 Jam),Selesai,8.14,9,7,254,27,281
11555,Banjir,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.678052,111.410501,08/07/2025 01:51:13,1 - Kritis (<30 Menit),Selesai,0.38,32,26,472,440,912
22191,Banjir,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.67861,111.4165347,08/15/2025 14:05:13,2  - Tinggi (1-2 Jam),Selesai,1.08,31,7,125,250,375
26114,Banjir,JAWA TIMUR,PASURUAN,POHJENTREK,-7.678648,112.885484,08/21/2025 14:39:13,2  - Tinggi (1-2 Jam),Selesai,0.58,4,4,412,117,529
13738,Pencemaran Lingkungan,JAWA TIMUR,JOMBANG,NGORO,-7.67918,112.248767,08/13/2025 00:41:13,3 - Sedang (2-12 Jam),Selesai,8.96,22,14,91,494,585
31690,Bantuan Kesehatan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.679645,110.418064,08/09/2025 11:35:13,2  - Tinggi (1-2 Jam),Selesai,1.6,39,37,177,337,514
23122,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,PRIGEN,-7.68077,112.64,08/21/2025 20:05:13,2  - Tinggi (1-2 Jam),Selesai,1.52,34,4,314,307,621
6769,Sampah,JAWA TIMUR,MAGETAN,NGARIBOYO,-7.681363889,111.3392333,08/22/2025 12:23:13,3 - Sedang (2-12 Jam),Selesai,10.01,34,5,326,253,579
6779,Banjir,JAWA TIMUR,MADIUN,GEGER,-7.681398,111.521336,08/03/2025 04:04:13,2  - Tinggi (1-2 Jam),Selesai,1.79,1,1,284,230,514
15708,Pencemaran Lingkungan,JAWA TIMUR,MADIUN,GEGER,-7.681859,111.535842,08/16/2025 12:05:13,4 - Rendah (>24 Jam),Selesai,7.34,39,1,22,119,141
22775,Bantuan Pendidikan,JAWA TIMUR,MAGETAN,PLAOSAN,-7.682502,111.252482,08/12/2025 14:47:13,4 - Rendah (>24 Jam),Selesai,21.07,27,20,447,266,713
22260,Gangguan Keamanan,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.68303,111.417,08/02/2025 01:49:13,2  - Tinggi (1-2 Jam),Selesai,1.5,33,23,166,391,557
7587,Gangguan Keamanan,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.683230556,111.4170306,08/13/2025 09:30:13,2  - Tinggi (1-2 Jam),Selesai,1.96,27,22,231,69,300
8429,Pencemaran Lingkungan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.683903,110.412104,08/03/2025 16:35:13,4 - Rendah (>24 Jam),Selesai,18.81,12,11,223,277,500
11089,Gangguan Keamanan,JAWA TIMUR,MAGETAN,NGARIBOYO,-7.684029,111.339784,08/18/2025 06:59:13,1 - Kritis (<30 Menit),Selesai,0.36,17,10,153,271,424
22675,Banjir,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.685153,111.417067,08/12/2025 07:47:13,2  - Tinggi (1-2 Jam),Selesai,1.58,40,15,188,300,488
3979,Bantuan Kesehatan,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.68526,111.417,08/21/2025 01:24:13,2  - Tinggi (1-2 Jam),Selesai,1.8,21,2,206,443,649
19758,Bantuan Pendidikan,JAWA TIMUR,NGANJUK,PACE,-7.685308,111.916478,08/16/2025 05:48:13,4 - Rendah (>24 Jam),Selesai,22.84,37,29,17,245,262
13794,Gangguan Keamanan,JAWA TIMUR,PASURUAN,SUKOREJO,-7.68554,112.709,08/15/2025 07:55:13,1 - Kritis (<30 Menit),Selesai,0.44,20,14,446,491,937
23756,Gangguan Keamanan,JAWA TIMUR,MAGETAN,KAWEDANAN,-7.686124,111.417162,08/15/2025 09:23:13,2  - Tinggi (1-2 Jam),Selesai,1.1,18,3,328,374,702
18025,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.68702,110.419,08/16/2025 05:20:13,1 - Kritis (<30 Menit),Ditugaskan,3.5,35,28,187,417,604
9450,Bantuan Kesehatan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.68718,110.343,08/21/2025 11:42:13,2  - Tinggi (1-2 Jam),Selesai,1.94,4,4,497,314,811
21990,Banjir,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.6875793,110.4137187,08/03/2025 18:01:13,2  - Tinggi (1-2 Jam),Selesai,0.16,34,21,234,411,645
23957,Banjir,JAWA TIMUR,PASURUAN,POHJENTREK,-7.68824,112.882,08/14/2025 16:12:13,2  - Tinggi (1-2 Jam),Selesai,1.38,18,15,370,13,383
29712,Bantuan Kesehatan,JAWA TIMUR,PASURUAN,POHJENTREK,-7.688519444,112.8819806,08/15/2025 04:19:13,2  - Tinggi (1-2 Jam),Selesai,1.26,0,0,446,35,481
30435,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.68854,110.342,08/16/2025 06:52:13,2  - Tinggi (1-2 Jam),Selesai,1.04,8,3,436,492,928
14539,Bantuan Kesehatan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.68878,110.419,08/14/2025 22:14:13,3 - Sedang (2-12 Jam),Selesai,2.88,28,1,258,485,743
25893,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.68924,110.418989,08/18/2025 11:39:13,1 - Kritis (<30 Menit),Selesai,0.4,1,0,382,83,465
31147,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.68994,110.343,08/11/2025 08:32:13,1 - Kritis (<30 Menit),Ditugaskan,2.85,22,14,20,196,216
18454,Bantuan Kesehatan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.690025,110.463059,08/15/2025 17:54:13,2  - Tinggi (1-2 Jam),Selesai,3.19,45,13,12,380,392
25972,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.69003,110.463059,08/10/2025 20:09:13,2  - Tinggi (1-2 Jam),Dalam Proses,2.14,30,1,270,391,661
17745,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.690092,110.324924,08/14/2025 00:48:13,1 - Kritis (<30 Menit),Selesai,0.36,14,0,378,170,548
15369,Jalan Rusak,JAWA TIMUR,SITUBONDO,PANARUKAN,-7.690109,113.97927,08/16/2025 20:32:13,4 - Rendah (>24 Jam),Selesai,12.12,1,0,442,355,797
1794,Sampah,JAWA TIMUR,JOMBANG,NGORO,-7.69058,112.272,08/03/2025 08:10:13,4 - Rendah (>24 Jam),Selesai,20.44,25,9,201,76,277
1796,Jalan Rusak,JAWA TIMUR,JOMBANG,NGORO,-7.6908188,112.2721271,08/06/2025 00:13:13,3 - Sedang (2-12 Jam),Selesai,9.72,28,5,140,131,271
4403,Banjir,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.6916358,110.3457756,08/08/2025 19:11:13,2  - Tinggi (1-2 Jam),Selesai,1.61,23,7,88,420,508
3384,Pencemaran Lingkungan,JAWA TIMUR,MADIUN,GEGER,-7.691726,111.538053,08/16/2025 12:30:13,3 - Sedang (2-12 Jam),Ditugaskan,22.25,43,8,483,498,981
13450,Sampah,JAWA TIMUR,MADIUN,GEGER,-7.69173,111.538053,08/09/2025 07:21:13,4 - Rendah (>24 Jam),Selesai,16.66,24,0,206,24,230
20208,Pencemaran Lingkungan,JAWA TIMUR,PASURUAN,REJOSO,-7.691963,112.967877,08/20/2025 19:57:13,4 - Rendah (>24 Jam),Selesai,12.14,14,11,377,356,733
18235,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,SAMIGALUH,-7.6922378,110.1759975,08/17/2025 04:02:13,2  - Tinggi (1-2 Jam),Selesai,1.61,20,15,133,485,618
1930,Bantuan Kesehatan,JAWA TIMUR,KEDIRI,PAPAR,-7.692486,112.078519,08/11/2025 20:32:13,2  - Tinggi (1-2 Jam),Selesai,1.89,17,14,347,319,666
27840,Bantuan Pendidikan,JAWA TIMUR,SITUBONDO,SITUBONDO,-7.693885,114.009352,08/15/2025 16:26:13,4 - Rendah (>24 Jam),Selesai,17.38,45,5,391,420,811
12315,Kebakaran,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.6943078,110.3563452,08/14/2025 06:01:13,1 - Kritis (<30 Menit),Selesai,0.3,49,12,28,105,133
6729,Jalan Rusak,JAWA TIMUR,KEDIRI,PAPAR,-7.694871,112.07755,08/22/2025 10:46:13,3 - Sedang (2-12 Jam),Selesai,11.3,46,2,214,407,621
15122,Jalan Rusak,JAWA TIMUR,PASURUAN,PRIGEN,-7.69549,112.632,08/04/2025 11:08:13,3 - Sedang (2-12 Jam),Selesai,7.26,17,0,404,477,881
9812,Pencemaran Lingkungan,JAWA TIMUR,PASURUAN,PRIGEN,-7.69609,112.631,08/16/2025 08:12:13,4 - Rendah (>24 Jam),Selesai,14.89,17,4,99,480,579
3910,Bantuan Kesehatan,JAWA TIMUR,SITUBONDO,PANARUKAN,-7.69629,113.942566,08/08/2025 10:20:13,3 - Sedang (2-12 Jam),Selesai,8.94,11,6,316,447,763
3575,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,-7.696323,110.45898,08/09/2025 09:18:13,2  - Tinggi (1-2 Jam),Selesai,1.24,12,5,54,492,546
6739,Sampah,JAWA TIMUR,PASURUAN,PRIGEN,-7.696745,112.627752,08/14/2025 18:25:13,3 - Sedang (2-12 Jam),Selesai,18.01,8,8,367,2,369
13866,Jalan Rusak,JAWA TIMUR,PASURUAN,PRIGEN,-7.696957172,112.6275731,08/16/2025 09:44:13,3 - Sedang (2-12 Jam),Selesai,2.63,17,13,130,15,145
12801,Sampah,JAWA TIMUR,MADIUN,GEGER,-7.69743,111.5371294,08/10/2025 00:36:13,3 - Sedang (2-12 Jam),Selesai,6.5,7,5,187,33,220
10825,Jalan Rusak,JAWA TIMUR,MADIUN,GEGER,-7.697431421,111.5371294,08/15/2025 22:21:13,3 - Sedang (2-12 Jam),Selesai,8.25,14,10,495,332,827
22178,Pencemaran Lingkungan,JAWA TIMUR,SITUBONDO,PANARUKAN,-7.6974561,113.941481,08/17/2025 17:09:13,3 - Sedang (2-12 Jam),Selesai,9,14,10,0,99,99
14348,Sampah,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.69806,110.347703,08/13/2025 23:48:13,3 - Sedang (2-12 Jam),Selesai,2.02,23,0,238,147,385
3503,Gangguan Keamanan,JAWA TIMUR,SITUBONDO,SITUBONDO,-7.69824,113.995,08/20/2025 06:20:13,1 - Kritis (<30 Menit),Selesai,0.39,32,22,393,466,859
24709,Gangguan Keamanan,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,-7.69853,110.347832,08/14/2025 02:07:13,2  - Tinggi (1-2 Jam),Selesai,1.65,9,0,112,477,589
